,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_02309,767,428,2,420,557,562,476,108,86
E745S_02310,0,0,0,0,0,0,0,156,0
E745S_02311,640,1005,1070,1371,1275,921,1072,886,1919
E745S_02312,0,0,0,0,0,0,0,0,0
E745S_02313,0,0,0,0,0,0,0,0,0
E745S_02314,1786,886,32,1664,634,1066,1666,1041,1402
E745S_02315,1,1,0,1,0,1,0,1,1
E745S_02316,301,190,0,459,0,1034,228,114,124
E745S_02317,6084,9915,6759,10224,12620,5251,5655,4447,3474
E745S_02318,0,0,0,72,0,0,77,0,0
E745S_02319,1,1,0,1,0,0,0,1,1
E745S_02320,93,231,28,316,1034,0,129,359,3
E745S_02321,75,1,30,128,0,0,152,0,1
E745S_02322,2026,2904,195,1649,1297,1499,1253,1253,2784
E745S_02323,1600,1250,568,1520,3067,1328,1206,1227,634
E745S_02324,502,468,152,701,0,506,1174,417,671
E745S_02325,992,1546,598,1361,1093,1662,1076,1191,1388
E745S_02326,0,0,0,0,0,89,399,73,6
E745S_02327,867,839,541,2276,178,1831,812,789,1465
E745S_02328,0,0,0,0,165,0,1,0,0
E745S_02329,326,246,10,186,345,300,28,5,70
E745S_02330,1779,1357,408,1918,1612,1220,1644,801,963
E745S_02331,452,168,218,281,170,179,160,369,0
E745S_02332,0,1,1,0,0,0,0,1,0
E745S_02333,2946,5317,3514,3422,2312,2475,1987,3757,3457
E745S_02334,2,6,1,1,2,0,2,3,0
E745S_02335,0,0,0,0,0,0,0,0,0
E745S_02336,1241,891,410,767,736,845,529,183,1463
E745S_02337,57,12,0,0,0,1,0,0,1
E745S_02338,0,0,0,0,0,0,0,1,0
E745S_02339,0,0,0,0,0,0,0,0,0
E745S_02340,3,1,0,0,1,1,1,0,0
E745S_02341,3678,3939,1587,3115,2735,3182,3062,3328,1345
E745S_02342,31,299,0,453,151,274,134,256,103
E745S_02343,1682,3736,2141,4193,3770,4624,2889,4421,2113
E745S_02344,0,96,0,1,0,116,158,1,0
E745S_02345,0,26,0,133,2,109,181,203,259
E745S_02346,7,11,99,19,0,4,147,19,8
E745S_02347,1650,1644,601,2972,1226,3125,1849,1800,1236
E745S_02348,170,122,82,395,398,278,6,74,9
E745S_02349,0,75,1,182,0,11,0,11,1
E745S_02350,1695,1995,215,1667,802,1029,2086,631,969
E745S_02351,120,230,0,0,345,63,0,176,324
E745S_02352,1480,1636,543,1518,1756,1179,1137,1516,1802
E745S_02353,0,2,0,1,0,1,2,2,0
E745S_02354,4893,4839,4009,6362,3416,2727,1985,1467,1576
E745S_02355,795,546,416,171,568,649,738,104,103
E745S_02356,0,1,0,0,0,0,0,0,0
E745S_02357,1050,1514,2073,708,1103,2038,1110,1113,1259
E745S_02359,283,244,129,405,2,155,79,163,248
E745S_02360,319,309,105,429,463,330,296,196,324
E745S_02361,474,181,1,86,904,590,0,64,0
E745S_02362,976,891,76,875,1081,1565,1212,1392,1525
E745S_02365,1,71,0,0,0,0,132,130,0
E745S_02366,58,351,0,161,149,529,487,327,0
E745S_02367,56,5,1,0,1,1,0,0,32
E745S_02368,63,5,3,1,2,98,1,1,1
E745S_02369,3000,2356,1650,2367,2421,1468,1715,2889,1927
E745S_02370,242,726,280,293,345,289,140,381,172
E745S_02371,0,0,0,1,339,0,0,0,0
E745S_02372,104,175,312,165,0,348,110,67,268
E745S_02373,0,3,0,1,1,0,1,1,1
E745S_02374,49,0,0,1,0,78,0,183,1
E745S_02375,1,101,1,211,619,2,74,119,0
E745S_02376,1356,858,1107,1352,0,813,681,183,1164
E745S_02377,501,1537,402,1863,678,2112,1366,1982,942
E745S_02378,1,1,1,2,2,1,0,0,2
E745S_02379,1,0,3,8,0,1,3,0,0
E745S_02380,71,338,3,460,230,94,206,513,134
E745S_02381,382,210,209,276,171,847,232,183,159
E745S_02382,0,0,0,0,0,0,0,0,1
E745S_02383,1,2,0,0,2,0,0,0,0
E745S_02384,0,0,0,0,0,0,0,0,0
E745S_02385,5124,7274,4685,5868,6738,7081,3859,5518,3008
E745S_02386,3,119,4,2,3,0,1,2,1
E745S_02387,503,344,362,344,171,446,135,323,413
E745S_02388,783,1359,252,565,1272,981,633,810,562
E745S_02389,1,0,0,0,0,1,0,0,1
E745S_02390,0,15,0,0,0,9,9,6,0
E745S_02391,0,71,0,0,0,0,3,1,0
E745S_02392,0,94,0,0,0,0,0,0,1
E745S_02393,3,75,0,21,1,14,0,2,9
E745S_02394,1438,1362,725,1692,1213,1139,924,1001,946
E745S_02395,5723,3729,3038,4214,4758,3233,2523,2817,4298
E745S_02396,1196,900,541,1911,263,376,665,151,642
E745S_02397,1200,1674,1526,1856,1068,1926,1866,1899,1484
E745S_02398,114,1,0,0,506,9,152,137,0
E745S_02399,899,142,43,1,148,792,472,146,234
E745S_02400,1837,2366,1194,2339,2067,2125,2037,1625,1597
E745S_02401,76,60,0,485,0,62,1,416,0
E745S_02402,3062,4204,2520,4105,8784,4629,2351,4877,3720
E745S_02403,2566,2310,1535,2484,2940,3553,2485,2666,3647
E745S_02404,2341,2369,1487,2938,3373,2794,1159,1906,1560
E745S_02405,5,2,5,11,5,1,2,3,5
E745S_02406,0,0,0,0,0,0,0,0,0
E745S_02407,283,350,0,726,1,160,1,0,128
E745S_02408,77,1,1,289,0,1,147,0,157
E745S_02409,2759,1630,1798,2523,2046,1374,2230,1074,834
E745S_02410,2527,2324,1687,5024,2342,1472,1869,1816,1793
E745S_02411,2227,3960,953,2642,1115,2263,3323,2264,2779
E745S_02412,0,0,1,1,0,1,0,0,2
E745S_02413,116,260,186,306,0,426,0,49,0
E745S_02415,12710,19389,7222,20881,15678,12979,12827,11415,10980
E745S_02416,0,0,0,0,0,0,0,0,0
E745S_02417,0,3,0,0,1,0,0,0,1
E745S_02418,0,0,0,0,0,0,0,0,0
E745S_02419,1588,3234,2046,2410,1517,3417,2347,2625,1384
E745S_02420,0,1,1,0,1,5,0,0,1
E745S_02421,0,0,0,0,0,0,0,0,0
E745S_02422,370,768,233,474,353,5,610,0,324
E745S_02423,941,1996,1494,2094,2167,1304,1226,2148,1364
E745S_02424,0,58,0,0,0,0,0,3,59
E745S_02425,135,57,0,0,346,0,130,0,0
E745S_02426,3,0,3,2,0,7,5,4,4
E745S_02427,163,168,0,2,167,383,133,401,178
E745S_02428,0,0,0,0,316,0,0,242,313
E745S_02429,0,46,0,267,0,77,0,109,145
E745S_02430,0,1,0,1,0,2,0,0,0
E745S_02431,170,311,0,0,601,0,0,0,0
E745S_02432,845,168,0,1161,295,179,291,371,1
E745S_02433,0,0,0,0,0,0,0,0,0
E745S_02434,9026,7675,3301,6746,4440,5966,4946,5492,3751
E745S_02435,3234,2997,406,2085,2455,3221,1501,2431,1899
E745S_02436,464,310,70,0,0,317,123,207,143
E745S_02437,0,20,0,0,0,179,0,0,0
E745S_02438,183,813,28,270,347,319,139,243,350
E745S_02439,8002,13231,5500,15935,14240,24398,14849,11505,12870
E745S_02440,122,245,0,172,397,199,129,236,137
E745S_02441,491,396,52,0,964,382,604,772,609
E745S_02442,2651,3446,1382,3150,3082,5498,2908,1635,2251
E745S_02443,130,61,0,0,1,0,99,113,50
E745S_02444,55,128,0,108,0,407,82,156,58
E745S_02445,0,0,1,0,1,0,0,1,0
E745S_02446,8,4,7,6,6,1,1,6,3
E745S_02447,1890,2334,665,1131,2343,698,1091,895,770
E745S_02448,9054,7764,3832,9814,7828,6109,5470,5342,5133
E745S_02449,3804,6733,1560,5693,1792,5259,5852,8059,2942
E745S_02450,2974,1355,1539,3525,2380,1882,1325,1587,1252
E745S_02451,249,514,0,357,842,622,0,545,555
E745S_02452,574,722,2,505,625,809,364,1093,392
E745S_02453,0,0,0,0,0,1,0,139,1
E745S_02454,4942,3479,2207,4905,4284,4713,4239,2941,3623
E745S_02455,2,1,0,8,3,0,0,1,0
E745S_02456,238,210,0,595,1,292,135,0,125
E745S_02457,151,485,141,936,179,903,122,520,172
E745S_02458,203,123,182,315,146,35,0,251,1
E745S_02459,38,402,0,0,1,95,254,621,351
E745S_02460,1,1,0,0,0,0,0,0,1
E745S_02461,124,5,1,0,1,0,1,5,5
E745S_02462,2211,1959,268,912,678,1953,1237,916,1244
E745S_02463,533,501,230,911,748,764,294,569,6
E745S_02464,3,1,0,0,0,7,0,1,323
E745S_02465,0,3,0,2,0,3,3,6,1
E745S_02466,1018,966,1589,516,1,1922,301,1149,929
E745S_02467,0,0,0,0,0,0,0,0,0
E745S_02468,0,1,0,0,1,0,0,0,0
E745S_02469,343,465,0,247,536,245,252,180,267
E745S_02470,0,0,0,1,0,0,0,0,0
E745S_02471,0,0,0,0,7,0,0,2,0
E745S_02472,0,0,0,0,1,1,0,0,0
E745S_02473,0,0,0,0,0,0,0,0,0
E745S_02474,1,167,1,6,5,32,107,0,3
E745S_02475,5975,7894,3113,5899,2653,5738,5650,3139,5481
E745S_02476,7448,8118,3968,7986,10512,9439,6013,6172,6320
E745S_02477,1142,1130,823,836,1027,1033,1107,630,1035
E745S_02478,0,0,0,0,0,0,0,0,0
E745S_02479,0,0,0,148,0,80,1,61,1
E745S_02480,0,0,0,1,0,0,0,1,0
E745S_02481,4054,4311,1495,3394,1716,3250,2433,3055,1748
E745S_02482,126,364,0,159,302,90,0,63,278
E745S_02483,554,724,0,743,345,348,525,192,120
E745S_02484,1400,1531,288,1104,1261,890,809,531,570
E745S_02485,1,0,0,0,0,0,2,0,0
E745S_02486,875,769,0,1166,774,719,157,223,339
E745S_02487,69,538,729,308,1,1262,178,0,157
E745S_02489,796,299,225,906,756,626,951,2443,2085
E745S_02490,778,1830,911,293,0,622,575,843,959
E745S_02491,0,0,0,0,0,0,1,0,0
E745S_02492,0,0,0,0,0,1,0,0,0
E745S_02493,1,0,0,0,0,0,1,0,0
E745S_02494,0,0,0,0,0,0,0,1,0
E745S_02495,157,102,18,62,122,121,112,144,130
E745S_02496,958,1544,899,906,911,942,1219,1334,1523
E745S_02497,1114,1396,572,1585,1398,1654,1257,1127,1102
E745S_02498,409,453,71,376,347,98,260,195,70
E745S_02499,44,53,0,0,0,0,0,0,0
E745S_02500,1,0,1,0,0,63,0,7,1
E745S_02501,8,9,16,9,6,17,9,10,19
E745S_02502,614,426,79,755,867,465,224,114,128
E745S_02503,0,0,0,0,0,0,0,0,0
E745S_02504,1,0,0,0,0,0,0,0,0
E745S_02505,106,18,0,522,0,0,1,0,0
E745S_02506,0,0,0,0,0,0,0,0,0
E745S_02507,1,0,0,0,2,0,2,0,1
E745S_02508,0,0,0,0,0,0,0,0,0
E745S_02509,0,0,0,0,0,0,0,0,0
E745S_02510,0,0,0,0,0,0,0,0,1
E745S_02511,144,149,195,66,0,44,0,127,83
E745S_02512,0,0,0,0,0,0,0,0,0
E745S_02513,0,0,0,0,0,0,0,0,0
E745S_02514,0,0,0,0,0,0,0,0,0
E745S_02515,0,0,0,0,0,0,0,0,0
E745S_02516,0,0,0,0,0,0,1,1,0
E745S_02517,0,0,0,0,0,0,0,0,0
E745S_02518,10466,4941,2999,9416,11224,8689,7939,5846,4896
E745S_02519,0,0,0,0,0,0,0,3,0
E745S_02520,11768,14985,5690,8849,9138,8613,10052,9730,11415
E745S_02521,0,0,0,0,0,0,0,0,0
E745S_02524,0,0,0,0,0,0,0,0,0
E745S_02525,0,0,0,1,0,1,0,0,0
E745S_02526,946,1343,873,958,1584,1445,3073,1124,1033
E745S_02527,0,1,0,0,0,0,0,0,0
E745S_02528,0,0,0,0,0,0,0,0,0
E745S_02529,163,592,599,251,330,566,340,220,157
E745S_02530,53,44,0,0,0,51,18,0,0
E745S_02531,0,0,0,1,0,0,1,0,0
E745S_02532,2,2,6,1,1,2,0,0,1
E745S_02533,1,0,1,0,0,1,0,1,0
E745S_02534,2,2,0,0,1,0,0,0,0
E745S_02535,0,0,0,0,0,0,0,0,0
E745S_02536,3666,2870,2627,8934,6305,8224,1709,873,859
E745S_02537,227,336,0,382,637,622,404,77,114
E745S_02538,2,1,0,0,8,1,2,1,0
E745S_02539,116,0,0,134,0,1,0,0,0
E745S_02540,0,0,0,0,173,0,0,0,0
E745S_02541,80,108,51,80,1,1,167,0,20
E745S_02542,0,0,0,0,0,0,0,0,0
E745S_02543,579,575,225,245,767,791,482,286,1118
E745S_02544,606,628,374,498,542,490,137,559,98
E745S_02545,1,0,0,0,0,0,1,0,0
E745S_02546,0,2,0,1,0,1,0,1,0
E745S_02547,4521,6809,2776,10888,2826,8068,5446,4964,6134
E745S_02548,1734,1718,1089,1847,1543,1804,1147,1125,1295
E745S_02549,1,0,1,1,1,0,0,0,1
E745S_02550,0,0,1,191,0,82,0,1,0
E745S_02551,157,657,509,178,351,129,290,170,310
E745S_02552,1,2,0,1,1,2,1,0,0
E745S_02553,0,0,0,0,0,0,0,0,0
E745S_02554,0,0,0,1,0,0,0,0,0
E745S_02555,120,203,229,234,904,284,70,273,176
E745S_02556,0,0,0,0,0,0,0,0,0
E745S_02557,244,611,38,1398,0,1047,595,467,497
E745S_02558,4285,2462,1697,2949,3498,3929,3784,1470,3462
E745S_02559,2130,1895,1558,2215,1759,1778,1615,1454,1222
E745S_02560,2840,1222,957,1477,2277,1484,1134,1066,1663
E745S_02561,6546,9816,4060,10575,4184,5093,4003,6014,3270
E745S_02562,47,0,0,0,172,0,0,0,0
E745S_02563,28094,33661,17955,41986,28302,26950,27028,24116,25550
E745S_02564,23251,21972,13147,25925,11871,21065,20317,11462,16179
E745S_02565,1,0,0,0,1,0,0,0,0
E745S_02566,735,541,499,104,21,717,86,212,270
E745S_02567,23892,19802,11633,24982,20733,19476,21050,14717,11320
E745S_02568,1231,881,944,1231,545,771,756,707,792
E745S_02569,3190,2188,861,3096,2502,1529,1957,1758,1768
E745S_02570,0,3,0,0,0,1,0,0,0
E745S_02571,10,0,1,3,4,2,5,2,5
E745S_02572,404,514,0,369,436,309,1272,470,754
E745S_02573,0,0,0,0,0,0,0,65,1
E745S_02574,0,0,0,0,0,0,0,0,0
E745S_02575,0,0,0,0,0,0,0,0,0
E745S_02576,0,1,1,0,0,0,0,0,0
E745S_02577,170,721,478,839,364,438,423,111,159
E745S_02578,5115,3561,3996,4176,2424,2721,2006,1600,1666
E745S_02579,316,173,339,852,335,409,144,0,434
E745S_02580,0,0,0,1,1,0,0,0,0
E745S_02581,1,0,0,2,1,0,0,0,0
E745S_02582,1,0,0,2,1,0,0,0,0
E745S_02583,0,0,0,0,0,0,0,0,1
E745S_02584,0,0,0,0,1,0,0,2,2
E745S_02585,0,4,0,5,11,2,4,1,0
E745S_02586,129,456,324,0,0,86,85,58,0
E745S_02587,0,56,0,0,0,0,0,0,0
E745S_02588,4,26,395,5,2,81,1,78,1
E745S_02589,7591,4566,3488,3151,4740,4389,6356,4521,4798
E745S_02590,1,0,0,0,0,0,0,0,0
E745S_02591,756,291,645,335,436,283,537,200,453
E745S_02592,7947,4359,3901,3235,1762,2481,4341,2933,2833
E745S_02593,940,760,261,129,647,587,1162,789,719
E745S_02594,197,116,31,391,442,451,550,813,514
E745S_02595,141,1,2,143,1,1,1,26,51
E745S_02596,10883,6134,4863,4064,4879,3506,6535,3861,5770
E745S_02597,194,291,418,0,632,84,248,382,400
E745S_02598,58,628,1,351,0,1,1,230,0
E745S_02599,627,537,455,749,98,307,600,787,696
E745S_02600,1118,784,1416,512,370,558,1094,398,367
E745S_02601,814,453,41,1108,1,708,145,437,807
E745S_02602,1,252,2,120,287,1,343,322,0
E745S_02603,566,562,233,302,488,219,527,267,3
E745S_02604,2972,3269,1330,3468,2071,2138,1786,1897,2157
E745S_02605,1319,1933,1191,1617,741,1046,1543,2537,1404
E745S_02606,414,751,274,152,1516,520,295,1,368
E745S_02607,1,0,0,0,0,0,0,1,1
E745S_02608,2576,2679,604,3064,2173,1808,1323,2698,2190
E745S_02609,3183,5229,2608,6113,3226,5841,3436,3189,2494
E745S_02610,115,104,0,0,0,214,0,113,126
E745S_02611,233,585,297,226,561,787,494,934,1185
E745S_02612,0,0,0,0,0,0,0,0,0
E745S_02613,0,0,0,0,0,0,0,0,0
E745S_02614,1436,1270,538,681,480,1646,433,812,731
E745S_02615,978,366,63,141,303,526,933,1281,400
E745S_02616,106,74,116,4,90,295,17,49,0
E745S_02617,6287,5011,1935,6130,2039,4496,4107,2086,3342
E745S_02618,1874,1388,563,1911,4182,2715,818,1151,502
E745S_02619,36699,45228,29424,76136,55353,72604,6590,7043,8005
E745S_02620,0,0,0,0,0,0,0,0,0
E745S_02621,161,309,36,63,0,260,153,0,63
E745S_02622,4375,3498,3905,2369,2831,1664,2607,969,1782
E745S_02623,0,2,0,0,0,0,0,0,1
E745S_02624,105,292,460,0,0,0,0,1,0
E745S_02625,145,190,28,145,26,553,270,67,22
E745S_02626,0,32,0,0,0,0,0,60,0
E745S_02627,0,0,0,0,0,0,0,0,242
E745S_02628,435,334,0,0,286,398,150,305,0
E745S_02629,41,47,2,88,0,75,1,1,563
E745S_02630,507,608,252,156,338,378,1,167,416
E745S_02631,2733,4223,488,2989,2608,3673,4795,2371,3287
E745S_02632,480,813,459,1540,141,474,673,549,544
E745S_02633,15364,11090,8907,16241,15751,9017,6062,7172,5824
E745S_02634,1684,1754,1084,1808,1494,1781,1152,1128,1279
E745S_02635,1619,1397,1366,1706,854,1007,1052,1410,900
E745S_02636,0,0,0,0,0,0,0,0,0
E745S_02637,0,0,0,0,0,0,0,0,0
E745S_02638,8700,7638,6193,8174,7216,2729,4594,4737,4153
E745S_02639,838,891,172,589,952,373,723,366,1273
E745S_02640,82,370,0,149,0,76,0,117,1
E745S_02641,10,35,0,1,48,28,20,43,9
E745S_02642,383,185,1,0,0,66,221,413,498
E745S_02643,5620,7885,2041,7122,3584,7398,7066,7635,5029
E745S_02644,345,621,0,525,594,414,0,130,138
E745S_02645,1,0,0,0,0,2,1,0,0
E745S_02646,0,0,0,0,0,0,0,0,0
E745S_02647,133,298,58,66,310,250,225,45,0
E745S_02648,115,1,0,0,0,0,0,0,0
E745S_02649,2493,3407,2625,4437,3522,3129,2986,2664,2872
E745S_02650,666,997,634,552,593,481,873,783,1038
E745S_02651,162,88,23,47,124,114,103,128,117
E745S_02652,1771,1791,955,1954,1874,1754,1269,1343,1034
E745S_02653,160,89,19,60,114,126,103,128,114
E745S_02654,680,1028,683,556,572,484,927,788,1020
E745S_02655,1,1,0,0,0,1,1,2,2
E745S_02656,0,2,0,0,0,0,1,0,0
E745S_02657,936,1495,663,1380,1031,1709,1020,1218,1383
E745S_02658,66,101,1,368,3,39,2,1,104
E745S_02659,1743,1716,1105,1941,1516,1824,1177,1051,1194
E745S_02660,4030,4366,2236,6011,4920,3484,2683,3444,3060
E745S_02661,0,0,0,0,351,40,0,1,1
E745S_02662,822,1091,1432,1672,2141,1738,1146,780,1425
E745S_02663,0,0,0,1,0,0,0,0,0
E745S_02664,12,2,6,16,11,30,7,3,0
E745S_02665,605,589,244,895,345,610,483,495,387
E745S_02666,421,439,106,656,401,284,116,247,100
E745S_02667,2714,2577,2180,2478,4681,3007,2185,2322,2645
E745S_02668,43,55,0,0,1,2,133,0,0
E745S_02669,0,0,1,0,0,1,2,0,1
E745S_02670,0,0,0,0,0,0,0,0,0
E745S_02671,131,0,0,172,0,0,0,0,0
E745S_02672,0,1,0,0,0,0,0,1,1
E745S_02673,3077,4099,331,2714,3132,3728,2302,3038,2460
E745S_02674,0,0,1,0,0,0,0,4,0
E745S_02675,0,46,0,0,0,0,0,0,0
E745S_02676,0,0,0,0,0,0,0,0,0
E745S_02677,0,0,0,0,0,0,0,0,0
E745S_02678,301,530,124,167,329,373,239,323,191
E745S_02679,0,0,0,1,0,0,0,0,0
E745S_02680,10,2,0,5,4,1,4,2,5
E745S_02681,0,0,0,0,0,0,0,0,0
E745S_02682,1,89,1,0,0,110,263,180,0
E745S_02683,2609,1827,767,2497,362,1899,1689,1329,1055
E745S_02684,0,0,0,0,0,0,0,80,2
E745S_02685,0,0,0,0,0,0,0,0,1
E745S_02686,240,263,576,223,447,89,282,160,177
E745S_02687,7333,8778,5204,8912,9920,6312,5245,4547,5010
E745S_02688,1513,1715,1117,2073,836,1979,1240,1529,1113
E745S_02689,2123,876,142,2453,1042,1186,1661,260,448
E745S_02690,0,0,0,9,0,2,0,0,0
E745S_02691,1,2,0,0,0,1,1,1,0
E745S_02692,1589,2056,2018,2255,1924,2330,1694,1257,1313
E745S_02693,0,0,2,0,2,1,1,1,0
E745S_02694,3866,4541,1684,4940,4933,6390,4417,5885,4341
E745S_02695,306,195,0,363,553,86,250,117,103
E745S_02696,5004,5738,2671,9711,3005,5737,5138,4864,5326
E745S_02697,446,725,358,493,178,331,548,490,436
E745S_02698,0,0,0,0,0,0,0,1,0
E745S_02699,5267,4741,3376,3446,2899,2265,1886,2570,2670
E745S_02700,4018,4284,2146,5920,4729,3516,2805,3364,2996
E745S_02701,4729,4266,2154,3583,3559,2661,4249,2845,3578
E745S_02702,16228,8674,4055,13501,5793,7909,6509,5496,6179
E745S_02703,0,0,0,2,0,3,1,1,1
E745S_02704,583,266,0,600,0,0,165,158,0
E745S_02705,656,785,493,951,1266,1223,1102,1049,313
E745S_02706,3096,2336,1452,3316,867,1383,2631,1352,1573
E745S_02707,1367,1355,738,1634,1135,1093,892,909,990
E745S_02708,0,0,0,0,0,0,0,0,0
E745S_02709,0,0,0,0,0,0,32,0,0
E745S_02710,14070,18464,15056,28744,13994,13484,9659,9517,12109
E745S_02711,575,157,38,305,638,275,253,161,305
E745S_02712,5137,3054,2021,2657,2245,4048,3518,2635,2503
E745S_02713,3738,1725,938,2232,3607,1513,1674,1282,1177
E745S_02714,0,0,0,0,0,2,0,0,381
E745S_02715,59,158,0,1,0,106,0,0,8
E745S_02716,5448,4341,2111,3935,5489,5851,3717,2374,2488
E745S_02717,0,0,0,0,0,0,0,0,0
E745S_02718,388,1033,275,492,1,985,305,583,750
E745S_02719,15649,23971,6834,24468,20033,15995,14193,14086,11005
E745S_02720,50,207,0,0,0,176,0,51,0
E745S_02721,0,0,0,0,0,0,281,0,0
E745S_02722,798,1383,217,715,1012,986,1548,368,235
E745S_02723,0,32,0,121,0,0,0,109,0
E745S_02724,91,34,0,0,259,254,31,129,99
E745S_02725,0,0,0,0,0,0,0,3,0
E745S_02726,3424,5421,1998,4839,6565,5622,3206,4733,3716
E745S_02727,345,425,134,249,1,435,177,462,263
E745S_02728,622,791,807,828,370,752,427,535,943
E745S_02729,2,1,0,1,0,1,0,0,0
E745S_02730,0,106,0,0,0,0,0,0,0
E745S_02731,3627,4668,1719,6203,3797,4530,3048,3665,2677
E745S_02732,0,0,0,0,0,0,0,0,0
E745S_02733,4355,4625,2887,3217,3454,6584,5564,6614,9514
E745S_02734,1013,1019,975,1509,575,1375,170,277,271
E745S_02735,5617,3618,2004,3434,4542,5951,2544,3900,4634
E745S_02736,0,1,0,0,5,0,0,0,0
E745S_02737,1,160,0,135,348,149,0,110,135
E745S_02738,2,3,0,160,1,83,1,107,1
E745S_02739,1,0,0,0,0,0,0,1,0
E745S_02740,3794,3721,2626,3493,4287,4314,2816,2431,2373
E745S_02741,174,113,30,895,201,442,0,432,0
E745S_02742,1059,1409,368,457,386,412,483,384,88
E745S_02743,0,0,0,0,0,0,0,0,0
E745S_02744,0,0,0,0,0,0,0,0,0
E745S_02745,2389,2091,1318,3070,2942,2384,1665,972,1420
E745S_02746,1401,1704,723,1872,1766,2003,1452,1299,1161
E745S_02747,195,504,3,211,169,76,248,366,196
E745S_02748,0,0,0,0,0,0,0,0,0
E745S_02749,1733,1689,975,2004,1739,1766,1192,1350,1074
E745S_02750,2335,3106,1122,2657,2032,2415,1151,872,1613
E745S_02751,1,0,0,282,1,0,0,113,0
E745S_02752,0,0,0,0,0,0,0,0,0
E745S_02753,1300,854,1161,796,1020,827,414,365,522
E745S_02754,707,398,262,412,257,364,328,314,382
E745S_02755,18,0,0,0,0,23,0,0,0
E745S_02756,1,22,0,0,2,1,1,1,0
E745S_02757,1815,1548,2027,1293,1491,1235,2751,1353,999
E745S_02758,198,394,0,346,340,265,506,657,430
E745S_02759,690,752,502,119,309,420,262,714,927
E745S_02760,0,2,0,0,0,4,2,0,1
E745S_02761,545,130,33,349,1,247,88,119,358
E745S_02762,2813,1853,1537,1779,1065,1683,981,856,911
E745S_02763,4542,3985,3753,3793,6580,7617,4708,5551,3244
E745S_02764,20150,22483,12395,23787,14971,18245,12482,16562,13708
E745S_02765,2505,3358,8838,1848,2783,1409,2198,2335,2603
E745S_02766,616,610,265,917,335,653,513,528,417
E745S_02767,2755,2653,1031,2162,2199,3630,3032,2874,1877
E745S_02768,0,0,0,0,0,0,0,0,0
E745S_02769,986,1623,903,2087,1161,2012,1038,1475,490
E745S_02770,1114,1453,852,1355,1184,1380,931,1081,909
E745S_02771,1236,1502,596,1275,524,822,832,757,1102
E745S_02772,45,155,0,0,0,0,76,0,0
E745S_02773,1739,1789,992,1926,1727,1822,1139,1326,1133
E745S_02774,952,1329,759,1291,1121,1186,814,881,846
E745S_02775,1746,1752,1021,1918,1780,1801,1181,1372,1080
E745S_02776,0,1,0,0,0,0,0,2,0
E745S_02777,0,0,0,0,0,0,0,0,0
E745S_02778,726,1002,221,0,823,325,195,636,1143
E745S_02779,140,540,247,598,855,314,0,95,107
E745S_02780,1821,2684,270,2591,1967,3161,1717,3174,2092
E745S_02781,547,975,0,1083,589,308,229,389,622
E745S_02782,1405,1519,689,1704,1282,1183,953,1123,971
E745S_02783,4687,4547,1916,4879,3413,5783,3484,4586,6547
E745S_02784,1,157,2,0,0,0,1,1,0
E745S_02785,2768,2980,1482,3246,2912,2763,2365,2527,2329
E745S_02786,498,984,280,318,1103,609,535,331,922
E745S_02787,1052,1401,424,679,1830,1207,863,825,1195
E745S_02788,144,189,196,156,420,361,172,171,241
E745S_02789,2610,1843,734,1616,3706,1737,1343,2037,714
E745S_02790,3570,4174,1689,3571,5052,3393,3122,3243,3145
E745S_02791,66,98,61,94,41,45,107,177,33
E745S_02792,921,1151,445,489,717,1392,885,993,744
E745S_02793,137,582,160,364,373,442,353,298,137
E745S_02794,0,94,0,270,0,1,0,0,0
E745S_02795,0,0,0,0,0,0,0,0,0
E745S_02796,1098,1675,837,1056,1429,1768,1054,1533,1232
E745S_02797,32,109,41,189,0,93,158,30,30
E745S_02798,967,521,125,1356,689,631,516,557,352
E745S_02799,857,793,444,1173,1024,1076,1427,299,270
E745S_02800,7256,7404,4267,7453,4474,6183,6292,6036,5541
E745S_02801,348,697,386,807,244,274,178,93,571
E745S_02802,76,41,0,0,219,279,31,108,106
E745S_02803,3431,5355,2020,4759,6430,5752,3118,4705,3688
E745S_02804,1656,1638,1097,1850,1533,1728,1237,1093,1227
E745S_02805,38,44,19,87,67,55,49,18,1
E745S_02806,942,1461,432,2001,1540,1379,1401,1220,1010
E745S_02807,0,54,0,160,0,0,0,0,0
E745S_02808,0,4,0,1,0,0,0,0,6
E745S_02809,0,0,0,0,0,0,1,0,0
E745S_02810,4192,1837,2229,1690,2293,1849,2188,1965,1231
E745S_02811,6713,7932,4748,7067,3517,6649,9257,6254,6622
E745S_02812,853,970,1268,423,810,564,762,553,322
E745S_02813,58,322,0,1,0,3,136,3,393
E745S_02814,1181,599,180,401,0,816,334,1062,948
E745S_02815,14,33,3,10,0,32,88,27,13
E745S_02816,936,1028,643,1023,655,473,1191,1056,181
E745S_02817,10774,12574,2662,14717,5243,11865,9830,8015,9874
E745S_02818,2081,4095,66,3531,4024,3219,1701,3002,1634
E745S_02819,932,711,1337,1599,627,854,609,1059,694
E745S_02820,0,209,1,82,0,404,90,231,247
E745S_02821,2397,2218,451,966,667,2018,970,1843,1847
E745S_02822,0,0,0,0,1,2,1,0,1
