,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_00212,156.266021500344,162.664957270626,187.178783566201,638.714692811278,0.909762702857372,79.6379637873197,0,486.489205600436,577.851120652615
E745S_00213,2966.46436395128,2982.71987502577,3955.16907883363,2785.52783838742,2059.70275926909,1779.99321188467,2246.48246286666,2333.91656864007,3247.43672861142
E745S_00214,0,0,0,0,0,0,0,171.400205348677,0
E745S_00215,1163.79335349428,2851.00093401639,1660.19442815239,1486.62236720333,3771.87616604667,1938.42192707859,1317.26032944692,1282.93566877752,2265.95551806475
E745S_00216,1583.38057144548,3923.00267680963,4518.33307112846,2519.86070588559,7046.11213363035,3038.10359724818,1795.3233869524,1602.13006316937,2301.66541877924
E745S_00218,957.453137259014,1098.98032107228,1.62764159622783,1150.16369340611,635.924129297303,1147.12556348969,1259.31329217352,1039.6910659773,1290.9670167389
E745S_00219,1.72669637016955,1.58697519288416,0,71.5869518717497,0,211.803095179042,1.03476852273913,1.02634853502202,279.186496495084
E745S_00220,811.547293979687,149.969155727553,817.076081306372,471.678471777195,0,77.0963266451712,840.232040464176,313.036303181715,439.339990608543
E745S_00222,382.463245992555,491.168822197646,239.263314645491,415.999731432501,0,408.356367505193,418.04648318661,0,476.1320095265
E745S_00223,650.964531553919,259.47044403656,1518.58960928057,320.550462270168,0,308.385306580685,376.655742277044,332.536925347134,679.570231778731
E745S_00224,1462.51182553361,2210.65644368763,2835.35166062888,1044.37408675119,923.409143400233,1699.50803571663,2182.32681445683,1491.28442138699,2995.30318720307
E745S_00225,296.991775669162,362.62383157403,333.666527226706,97.8355008913912,585.887180640148,885.336937848395,235.927223184522,176.531948023787,550.798165565882
E745S_00226,2878.40284907264,4112.64621235929,3105.5401656027,5108.12672133752,3595.38220169234,3421.04359333188,4960.6802980114,3118.04684939689,3374.04455841733
E745S_00227,777.013366576296,1262.43876593935,978.212599332927,1380.03734997206,1283.67517373175,1131.8757406368,546.357780006262,950.398743430388,519.416737665272
E745S_00230,539.592615677984,453.081417568427,672.215979242095,1327.54025193278,614.999587131584,464.27238463246,856.788336828002,846.737541393165,453.407527253644
E745S_00231,1320.05937499462,965.674404870009,1544.63187482021,854.27095900288,1571.16018783468,1215.7497663277,1170.32319921796,559.359951587,965.249437494631
E745S_00233,0,0,0,1.59082115270555,443.05443629154,0,1.03476852273913,0,0
E745S_00236,967.813315480031,1823.4344966239,675.47126243455,1570.93588829673,1052.59544720598,1643.59201858936,1281.04343115105,1161.82654164492,845.134316909537
E745S_00237,12594.5233240167,6632.76281865933,17113.0237427394,6331.46818776808,7132.5395904018,7575.77310836397,10117.9666153432,7117.72709037769,6306.58488981918
E745S_00238,382.463245992555,149.175668131111,151.370668449188,760.412510993252,402.115114662958,448.175349398853,802.980373645567,308.930909041627,63.8449740046897
E745S_00239,5108.43121114661,3298.52793840972,3748.4585961127,5715.82040167104,3989.30945202958,4430.92075114556,4921.35909414732,3988.39040709556,5572.90874786698
E745S_00240,176.123029757294,208.687237864267,0,0,463.069215754402,287.204997062781,616.722039552523,402.328625728631,241.312359373658
E745S_00241,0,5.55441317509455,1.62764159622783,0,0.909762702857372,0,0,91.3450196169596,5.41059101734659
E745S_00242,0,22.2176527003782,0,0,0,0,0,0,0
E745S_00243,0,0,0,0,0,184.692298996124,41.3907409095653,279.166801525989,74.6661560393829
E745S_00249,8.63348185084774,4.76092557865247,4.8829247886835,7.15869518717497,10.0073897314311,10.166548568594,11.3824537501305,16.4215765603523,14.0675366451011
E745S_00251,0.863348185084774,3.17395038576831,4.8829247886835,0,0,1.69442476143233,1.03476852273913,1.02634853502202,0
E745S_00252,105.328478580342,0,0,0,0,0,0,0,0
E745S_00253,1482.36883379056,1386.22283098431,1780.63990627325,1426.96657397688,1425.5981553775,1528.37113481197,1232.40931058231,1105.37737221871,1439.21721061419
E745S_00257,381.59989780747,330.884327716347,0,232.25988829501,1686.70005109757,1011.5715825751,168.667269206479,246.323648405284,195.863394827946
E745S_00258,233.967358157974,345.167104452304,532.238801966501,585.422184195642,400.295589257244,33.0412828479305,7.24337965917393,280.193150061011,417.697626539156
E745S_00259,2058.2220732421,2389.98464048354,2469.13230147762,2292.3732810487,2372.66112905203,2918.6466515672,1951.573433886,3048.25514901539,2809.17885620635
E745S_00260,783.05680387189,997.413908727692,944.032125812143,727.005266786436,2732.01739668069,374.467872276546,279.387501139566,400.275928658587,1150.29165028788
E745S_00261,0,42.8483302078722,201.827557932251,1.59082115270555,0,0,92.0943985237828,1.02634853502202,123.361475195502
E745S_00263,170.942940646785,169.012858042163,372.729925536174,108.97124896033,0,573.562781744845,221.440463866174,162.163068533479,389.562553248954
E745S_00265,0.863348185084774,0,1.62764159622783,0.795410576352774,1.81952540571474,11.8609733300263,0,0,0
E745S_00266,81.1547293979687,0,931.01099304232,0,308.409556268649,294.829908489226,235.927223184522,110.845641782378,138.511130044073
