feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ftype,gene_name,product_name,product_short,gene_only_label,gene_product_label,COG,EC_number,annotation_status,plot_label,tnseq_change
E745S_00290,5639.87625398331,-0.891444181224037,0.317709816305261,-2.80584399812035,0.00501849822771273,0.109414291030572,CDS,NA,hypothetical protein,hypothetical protein,E745S_00290,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00731,5441.35436543181,0.628193488333147,0.225472041356149,2.78612587420926,0.0053342153700444,0.115033514067044,CDS,spxA_2,Regulatory protein Spx,Regulatory protein Spx,spxA_2,spxA_2 / Regulatory protein Spx,COG1393,,annotated,spxA_2 / Regulatory protein Spx,Not significant
E745S_00738,88.1254662667707,5.52814435897984,1.98843595899648,2.78014704671191,0.00543342887791507,0.115913149395521,CDS,mhqA,Putative ring-cleaving dioxygenase MhqA,Putative ring-cleaving dioxygenase MhqA,mhqA,mhqA / Putative ring-cleaving dioxygenase MhqA,COG0346,1.13.11.-,annotated,mhqA / Putative ring-cleaving dioxygenase MhqA,Not significant
E745S_01836,10596.9425468074,0.67447784410015,0.243368229273214,2.77142931151854,0.00558107888103984,0.117796388297692,CDS,npr_2,NADH peroxidase,NADH peroxidase,npr_2,npr_2 / NADH peroxidase,COG0446,1.11.1.1,annotated,npr_2 / NADH peroxidase,Not significant
E745S_00749,11967.7264891717,-1.40671565497723,0.509345462201773,-2.76181051833925,0.00574818273666943,0.120046258416338,CDS,NA,hypothetical protein,hypothetical protein,E745S_00749,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00369,67.6012192263446,-9.32488565248413,3.38898440162958,-2.75152805306519,0.00593179389777125,0.12021592981696,CDS,pyrDA,Dihydroorotate dehydrogenase A (fumarate),Dihydroorotate dehydrogenase A (fumarate),pyrDA,pyrDA / Dihydroorotate dehydrogenase A (fumarate),COG0167,1.3.98.1,annotated,pyrDA / Dihydroorotate dehydrogenase A (fumarate),Not significant
E745S_00639,53.9356153170452,5.45670461264035,1.98340455689104,2.75118083886712,0.00593808524297485,0.12021592981696,CDS,opuCA_1,Carnitine transport ATP-binding protein OpuCA,Carnitine transport ATP-binding protein OpuCA,opuCA_1,opuCA_1 / Carnitine transport ATP-binding protein OpuCA,COG1125,7.6.2.9,annotated,opuCA_1 / Carnitine transport ATP-binding protein OpuCA,Not significant
E745S_02954,13792.7780614472,-0.637062616465727,0.231087704318554,-2.75680014366986,0.00583700155858387,0.12021592981696,CDS,NA,hypothetical protein,hypothetical protein,E745S_02954,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00543,195.958902963693,-4.50910606910411,1.65225693054298,-2.7290586504741,0.00635154063436936,0.123543692339106,CDS,NA,hypothetical protein,hypothetical protein,E745S_00543,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00959,1405.96593836686,1.38553086557272,0.507213046898577,2.73165462529945,0.00630171626769009,0.123543692339106,CDS,NA,hypothetical protein,hypothetical protein,E745S_00959,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01318,4671.63948115232,-0.662695768655959,0.24239170609386,-2.73398698055843,0.00625725185209277,0.123543692339106,CDS,NA,hypothetical protein,hypothetical protein,E745S_01318,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02077,239.779091804464,-2.03794426077676,0.74484812909675,-2.73605340628042,0.0062180933423801,0.123543692339106,CDS,NA,hypothetical protein,hypothetical protein,E745S_02077,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01049,860.321195845762,-1.25143475681945,0.46081779041473,-2.71568238650937,0.00661393350667513,0.12739848618683,CDS,rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase,23S rRNA (guanine(745)-N(1))-methyltransferase,rlmA,rlmA / 23S rRNA (guanine(745)-N(1))-methyltransferase,COG0500,2.1.1.187,annotated,rlmA / 23S rRNA (guanine(745)-N(1))-methyltransferase,Not significant
E745S_03163,2138.0055021241,1.00199076862246,0.370284205412612,2.70600461476862,0.00680980996421676,0.129910220855827,CDS,NA,hypothetical protein,hypothetical protein,E745S_03163,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02198,4692.41500639354,-0.645091799823075,0.239223262739777,-2.69660982144866,0.00700492949994793,0.132359810741873,CDS,NA,hypothetical protein,hypothetical protein,E745S_02198,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01203,184.000945559879,4.08298870282029,1.52162274529859,2.68331208601846,0.00728969289906748,0.136441044450471,CDS,ftsH,ATP-dependent zinc metalloprotease FtsH,ATP-dependent zinc metalloprotease FtsH,ftsH,ftsH / ATP-dependent zinc metalloprotease FtsH,COG0465,3.4.24.-,annotated,ftsH / ATP-dependent zinc metalloprotease FtsH,Not significant
E745S_00539,1280.96019076541,1.33207301216981,0.498756318073382,2.67078924897713,0.00756731421778292,0.140313564561508,CDS,NA,Putative universal stress protein,Putative universal stress protein,E745S_00539,Putative universal stress protein,,,annotated,Putative universal stress protein,Not significant
E745S_01573,3114.06041784864,-0.95271328165669,0.357460077244588,-2.6652298880493,0.00769357095578246,0.141333747928448,CDS,treR,HTH-type transcriptional regulator TreR,HTH-type transcriptional regulator TreR,treR,treR / HTH-type transcriptional regulator TreR,COG2188,,annotated,treR / HTH-type transcriptional regulator TreR,Not significant
E745S_02733,5138.77323792148,-0.91336021620998,0.344597408804799,-2.65051388336864,0.00803694241073428,0.146068602181687,CDS,NA,hypothetical protein,hypothetical protein,E745S_02733,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02910,14120.6912629434,-0.613781248641945,0.231796382146412,-2.64793282344785,0.00809856161289596,0.146068602181687,CDS,NA,hypothetical protein,hypothetical protein,E745S_02910,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00552,46.2648814441099,9.48641936043029,3.5922798279763,2.64077962038231,0.00827155044290805,0.146482380042769,CDS,NA,hypothetical protein,hypothetical protein,E745S_00552,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02345,99.6107143322217,-5.01116461440278,1.90370684100552,-2.63231948662638,0.00848040745905261,0.146482380042769,CDS,lrp,Leucine-rich protein,Leucine-rich protein,lrp,lrp / Leucine-rich protein,,,annotated,lrp / Leucine-rich protein,Not significant
E745S_02622,2710.98261465002,1.19929110993017,0.455673485121405,2.63190891963057,0.00849066214965647,0.146482380042769,CDS,NA,hypothetical protein,hypothetical protein,E745S_02622,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_03034,8754.62361841272,0.485686411510968,0.183906854585645,2.64093697108383,0.00826770987800355,0.146482380042769,CDS,NA,hypothetical protein,hypothetical protein,E745S_03034,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_03110,3630.07206666809,0.678757752877875,0.257566044908072,2.63527652924954,0.00840687626161105,0.146482380042769,CDS,NA,hypothetical protein,hypothetical protein,E745S_03110,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02037,3213.91120229719,-0.564983771854432,0.215512827515667,-2.62157839218809,0.00875236308523994,0.149695589319966,CDS,manZ_3,PTS system mannose-specific EIID component,PTS system mannose-specific EIID component,manZ_3,manZ_3 / PTS system mannose-specific EIID component,COG3716,,annotated,manZ_3 / PTS system mannose-specific EIID component,Not significant
E745S_03099,852.037269256515,1.30289605220518,0.499611661855221,2.60781753445686,0.00911215124849271,0.154517163051364,CDS,NA,IS6 family transposase IS1216V,IS6 family transposase IS1216V,E745S_03099,IS6 family transposase IS1216V,,,annotated,IS6 family transposase IS1216V,Not significant
E745S_00386,65.1668697744602,-8.28810055109835,3.21651229656706,-2.57673522962872,0.00997383163091258,0.163746341193075,CDS,NA,hypothetical protein,hypothetical protein,E745S_00386,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01920,64.6334727639652,-8.90352661649605,3.45564153972117,-2.57651915401343,0.00998006759525242,0.163746341193075,CDS,metP_1,Methionine import system permease protein MetP,Methionine import system permease protein MetP,metP_1,metP_1 / Methionine import system permease protein MetP,COG2011,,annotated,metP_1 / Methionine import system permease protein MetP,Not significant
E745S_02439,12639.9589334047,-0.640841895810426,0.248745560721005,-2.57629480483151,0.00998654601026316,0.163746341193075,CDS,NA,hypothetical protein,hypothetical protein,E745S_02439,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02878,916.858056959583,1.25754754241931,0.487038962834252,2.58202656949906,0.00982220227330585,0.163746341193075,CDS,NA,IS6 family transposase IS1216V,IS6 family transposase IS1216V,E745S_02878,IS6 family transposase IS1216V,,,annotated,IS6 family transposase IS1216V,Not significant
E745S_00732,16911.9889102875,0.78470251266039,0.306008104497878,2.56431937954059,0.0103378369648645,0.168116955231895,CDS,NA,hypothetical protein,hypothetical protein,E745S_00732,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00858,41.5435910227889,9.33352592876435,3.64701666412062,2.55922217756438,0.0104906670797698,0.169215312896449,CDS,NA,Acetyltransferase,Acetyltransferase,E745S_00858,Acetyltransferase,,2.3.1.-,annotated,Acetyltransferase,Not significant
E745S_02997,1096.29245422845,-1.21296055738733,0.476053731049698,-2.54794885172468,0.0108358357028526,0.173373371245642,CDS,NA,hypothetical protein,hypothetical protein,E745S_02997,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02277,28.7536206033369,-7.84497419811072,3.08904229291082,-2.53961372303465,0.0110974960034171,0.174741524371266,CDS,glyA,Serine hydroxymethyltransferase,Serine hydroxymethyltransferase,glyA,glyA / Serine hydroxymethyltransferase,,2.1.2.1,annotated,glyA / Serine hydroxymethyltransferase,Not significant
E745S_02293,2172.24496019458,0.833011367568405,0.327988278513201,2.53975956502018,0.0110928698382281,0.174741524371266,CDS,NA,hypothetical protein,hypothetical protein,E745S_02293,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02287,3292.04751238102,-0.689935986621766,0.272498106247795,-2.53189277577722,0.011344867737397,0.177230059771619,CDS,yecS_2,L-cystine transport system permease protein YecS,L-cystine transport system permease protein YecS,yecS_2,yecS_2 / L-cystine transport system permease protein YecS,COG0765,,annotated,yecS_2 / L-cystine transport system permease protein YecS,Not significant
E745S_02931,3147.42179999042,-0.757154043660256,0.301031662832708,-2.51519736008976,0.0118965766577931,0.184396938195793,CDS,NA,hypothetical protein,hypothetical protein,E745S_02931,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02219,726.818545886972,1.85036100891743,0.737502660181117,2.50895503002391,0.012108889883564,0.186232849061945,CDS,mta,HTH-type transcriptional activator mta,HTH-type transcriptional activator mta,mta,mta / HTH-type transcriptional activator mta,COG0789,,annotated,mta / HTH-type transcriptional activator mta,Not significant
E745S_00372,45.3443272549812,4.13978092984703,1.66267574544556,2.48983058854789,0.0127803998457793,0.193559643465848,CDS,yecS_1,L-cystine transport system permease protein YecS,L-cystine transport system permease protein YecS,yecS_1,yecS_1 / L-cystine transport system permease protein YecS,COG0765,,annotated,yecS_1 / L-cystine transport system permease protein YecS,Not significant
E745S_02960,2585.12669559391,-0.718933902599132,0.288691173444471,-2.49032173038507,0.012762750441696,0.193559643465848,CDS,ssb_3,Single-stranded DNA-binding protein,Single-stranded DNA-binding protein,ssb_3,ssb_3 / Single-stranded DNA-binding protein,COG0629,,annotated,ssb_3 / Single-stranded DNA-binding protein,Not significant
E745S_00033,5476.74081042167,0.830377161997706,0.335505883147308,2.47500030165825,0.0133236063303379,0.200257840601442,CDS,NA,hypothetical protein,hypothetical protein,E745S_00033,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00219,63.1057035740767,-6.34803583785275,2.57985097530601,-2.4606211361103,0.0138696741754637,0.206897996722707,CDS,NA,hypothetical protein,hypothetical protein,E745S_00219,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00081,6040.86153724825,0.794668549671641,0.323835082092556,2.45392977356454,0.0141304574032906,0.209215130508422,CDS,NA,hypothetical protein,hypothetical protein,E745S_00081,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00308,3786.14670550314,1.87194860863877,0.765146542380024,2.44652299259693,0.0144241596909279,0.210423035491184,CDS,NA,hypothetical protein,hypothetical protein,E745S_00308,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01534,5531.83079972079,-0.665145105304781,0.271723176834612,-2.44787770058213,0.0143700423071135,0.210423035491184,CDS,NA,hypothetical protein,hypothetical protein,E745S_01534,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01252,25.9430030402856,8.19938017309609,3.37032328187003,2.43281711793138,0.0149818658599246,0.216963663256134,CDS,NA,hypothetical protein,hypothetical protein,E745S_01252,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00530,1684.021450823,0.654487941886054,0.270512315423065,2.4194386154378,0.0155444840789121,0.223480118931606,CDS,NA,hypothetical protein,hypothetical protein,E745S_00530,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01766,5692.42423610012,-0.742901402483704,0.311332615038091,-2.38619844693371,0.0170235621668485,0.242983793805952,CDS,nhaC_2,Na(+)/H(+) antiporter NhaC,Na(+)/H(+) antiporter NhaC,nhaC_2,nhaC_2 / Na(+)/H(+) antiporter NhaC,COG1757,,annotated,nhaC_2 / Na(+)/H(+) antiporter NhaC,Not significant
E745S_00440,362.206816133887,-4.43037967674664,1.858884764133,-2.38335359040559,0.0171557071681165,0.243120878725308,CDS,pyrF,Orotidine 5'-phosphate decarboxylase,Orotidine 5'-phosphate decarboxylase,pyrF,pyrF / Orotidine 5'-phosphate decarboxylase,COG0284,4.1.1.23,annotated,pyrF / Orotidine 5'-phosphate decarboxylase,Not significant
E745S_02941,6904.4913441724,-0.582791896579626,0.244804376236043,-2.38064329380162,0.017282437967223,0.243179836361492,CDS,NA,hypothetical protein,hypothetical protein,E745S_02941,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00933,5945.57088500842,0.813253835084231,0.342291207422366,2.37591213986612,0.0175056305399253,0.244585711205717,CDS,NA,hypothetical protein,hypothetical protein,E745S_00933,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01875,12074.9321585287,0.726222154832349,0.306728203806361,2.36764062065455,0.0179019155626071,0.248373429903584,CDS,araN_1,putative arabinose-binding protein,putative arabinose-binding protein,araN_1,araN_1 / putative arabinose-binding protein,COG1653,,annotated,araN_1 / putative arabinose-binding protein,Not significant
E745S_00152,1045.62378998559,-1.59128843276086,0.674354978056286,-2.35971926439614,0.0182887693918538,0.251228976891261,CDS,mccF,Microcin C7 self-immunity protein MccF,Microcin C7 self-immunity protein MccF,mccF,mccF / Microcin C7 self-immunity protein MccF,,,annotated,mccF / Microcin C7 self-immunity protein MccF,Not significant
E745S_03033,5816.5088476993,0.636918179270195,0.270080082983437,2.35825675197699,0.0183609887344924,0.251228976891261,CDS,NA,hypothetical protein,hypothetical protein,E745S_03033,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00301,7842.22943075408,-0.516992006004977,0.220618060211892,-2.34338025412985,0.0191098954938384,0.25445659503205,CDS,manX_1,PTS system mannose-specific EIIAB component,PTS system mannose-specific EIIAB component,manX_1,manX_1 / PTS system mannose-specific EIIAB component,,2.7.1.191,annotated,manX_1 / PTS system mannose-specific EIIAB component,Not significant
E745S_00454,1250.12022713061,0.822025112982412,0.35026092355584,2.34689358046919,0.0189306608290262,0.25445659503205,CDS,fhs1,Formate--tetrahydrofolate ligase 1,Formate--tetrahydrofolate ligase 1,fhs1,fhs1 / Formate--tetrahydrofolate ligase 1,,6.3.4.3,annotated,fhs1 / Formate--tetrahydrofolate ligase 1,Not significant
E745S_01303,36.8112784151335,9.16299676788579,3.90762140754879,2.34490392292984,0.0190319831493353,0.25445659503205,CDS,NA,hypothetical protein,hypothetical protein,E745S_01303,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01329,27501.180385384,-0.361899985558754,0.153995283612836,-2.35007187927013,0.018769786041369,0.25445659503205,CDS,NA,hypothetical protein,hypothetical protein,E745S_01329,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01323,52.6080783568257,-8.41699685853377,3.60236645673436,-2.33651877442918,0.01946422027699,0.255741808142703,CDS,NA,hypothetical protein,hypothetical protein,E745S_01323,hypothetical protein,,,annotated,hypothetical protein,Not significant
