gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
E745S_01718,434.337881094729,0.575437673796065,0.10453473593291,5.50475082431336,3.69690775001072e-08,6.40577289302453e-08
E745S_02509,4078.99897695131,-0.371707184750037,0.0677929013550042,-5.48298092160941,4.18218135739305e-08,7.24231405792455e-08
E745S_02008,2778.52601529128,0.331485257641337,0.0605258506744847,5.47675503850585,4.33196247783504e-08,7.4972311373233e-08
E745S_02871,250.519101234909,0.734933683470623,0.134772366458824,5.45314816962245,4.94858019935984e-08,8.55930894850653e-08
E745S_02223,350.925169298678,0.601728848449081,0.11053369107023,5.4438501295208,5.21410941311062e-08,9.0132259510481e-08
E745S_01744,372.686953683339,0.566928590211385,0.10471461198098,5.41403515217493,6.16200609261923e-08,1.06454597837475e-07
E745S_01788,322.799879083047,0.608319134145711,0.112419743917803,5.41114143250931,6.26242856479739e-08,1.08125323559461e-07
E745S_01099,1469.41701913703,0.40523913864732,0.0750199998341493,5.40174806109309,6.59945960927966e-08,1.13876863797351e-07
E745S_00711,6785.90849041302,-0.402398609861258,0.0748631619900991,-5.37512174431634,7.65309539471458e-08,1.31979624964539e-07
E745S_03092,585.565138998704,0.518011389713109,0.0963924560192471,5.37398268604833,7.70162562857506e-08,1.32737905297703e-07
E745S_00683,814.26567080531,-0.474674399156395,0.088356043867004,-5.37229122515815,7.77424160288975e-08,1.33910161574036e-07
E745S_02152,179.943848936824,0.77174164032325,0.14375968172918,5.36827593829184,7.94928676550905e-08,1.36844315638065e-07
E745S_02902,40.6988821815489,1.62677848846074,0.303504986435019,5.35997285438022,8.32344578887146e-08,1.4320065420452e-07
E745S_01529,55.3574457335964,1.48617821254812,0.277340368503246,5.35867973554931,8.38323104955368e-08,1.44144037715598e-07
E745S_00750,120.640344214568,-0.944891318556247,0.176492054306305,-5.3537329046914,8.61580115132645e-08,1.47929747878793e-07
E745S_02775,55.4602912498784,1.34138122286444,0.250553439744175,5.3536731494648,8.618648313378e-08,1.47929747878793e-07
E745S_02978,335.473854989561,-0.616299054016345,0.11511396414337,-5.35381661645122,8.61181406191372e-08,1.47929747878793e-07
E745S_02547,201.704778331321,0.722394133911593,0.13506618510141,5.34844552964317,8.87128663384375e-08,1.5217628397831e-07
E745S_02486,337.292347965696,0.60636407744456,0.113421424481894,5.34611587021071,8.98616941105325e-08,1.54056178772532e-07
E745S_00450,4425.89706464983,0.347887593320655,0.0650801463882836,5.34552567299212,9.0155017727528e-08,1.54468073340102e-07
E745S_01787,2811.04323303093,0.333408115964675,0.0624005779349909,5.34302929553025,9.14059838031864e-08,1.56519305206515e-07
E745S_01331,151.783374170998,-0.820091084877154,0.153981248255987,-5.3259152927101,1.00445936381831e-07,1.71897778252504e-07
E745S_02806,18.6342869537175,2.81982790432806,0.530191759602176,5.31850571658052,1.0462293360947e-07,1.78940869410791e-07
E745S_01537,1858.15149445733,-0.396167051285323,0.0746067815021371,-5.31006757440642,1.09584596331268e-07,1.87316946518099e-07
E745S_00937,14.3416576738117,4.89640573704556,0.923237540398071,5.3035167254295,1.13592791138254e-07,1.9405435152785e-07
E745S_02232,189.967285365805,0.762491814384145,0.143925868709042,5.29780935993922,1.1720023398402e-07,2.00099637024916e-07
E745S_02256,34.5755642685714,-1.78238121674994,0.33653605237471,-5.29625638671657,1.1820084876844e-07,2.01689724950135e-07
E745S_02843,188.574754862641,0.74640556158406,0.141075419385244,5.29082645890141,1.21764864215686e-07,2.07649396445145e-07
E745S_00848,2755.55591858227,0.339866606994298,0.0644325672405512,5.27476432415688,1.3292680095232e-07,2.26551473988409e-07
E745S_00102,237.572764294506,0.665447136665705,0.126262534694429,5.27034514455275,1.3616746534473e-07,2.3193884822616e-07
