,ERR1797972_pass,ERR1797973_pass,ERR1797974_pass,ERR1797969_pass,ERR1797970_pass,ERR1797971_pass
E745S_02729,72,58,69,50,63,64
E745S_02730,70,76,62,69,72,43
E745S_02731,722,732,669,1056,1239,1160
E745S_02732,65,74,74,131,160,165
E745S_02733,73,70,67,43,41,43
E745S_02734,14,8,10,11,6,7
E745S_02735,18,22,26,11,14,7
E745S_02736,12,20,20,7,12,14
E745S_02737,63,55,51,41,44,38
E745S_02738,74,54,69,41,52,47
E745S_02740,832,838,809,285,351,317
E745S_02741,67,79,64,29,37,45
E745S_02742,310,215,196,195,229,173
E745S_02743,143,122,114,129,153,137
E745S_02744,307,361,252,322,383,388
E745S_02745,308,312,266,311,327,300
E745S_02747,21,20,22,8,10,13
E745S_02748,8,9,9,4,8,2
E745S_02749,10,20,11,20,18,25
E745S_02750,2803,2861,2391,325,412,346
E745S_02751,381,244,240,31,56,42
E745S_02752,762,803,674,163,182,187
E745S_02754,1,3,2,1,2,4
E745S_02755,77,56,56,54,68,46
E745S_02756,58,48,45,41,43,41
E745S_02757,69,61,53,53,49,45
E745S_02758,14,12,11,17,20,16
E745S_02759,3,11,6,10,6,9
E745S_02760,49,36,46,70,88,93
E745S_02761,59,58,48,53,50,51
E745S_02762,19,30,31,110,125,112
E745S_02763,1993,2177,1863,14388,15723,14876
E745S_02764,2306,2315,2055,2564,2850,2738
E745S_02765,2177,2234,1825,1992,2322,2147
E745S_02766,11,25,22,7,7,15
E745S_02767,149,172,146,171,214,167
E745S_02768,52,38,50,79,87,92
E745S_02769,460,484,497,490,587,577
E745S_02770,309,314,280,323,386,316
E745S_02771,252,239,250,270,369,314
E745S_02772,212,200,189,166,192,173
E745S_02773,3,5,5,3,4,8
E745S_02774,8,27,18,8,4,6
E745S_02775,36,35,30,63,88,74
E745S_02776,84,105,102,45,50,60
E745S_02777,1057,1020,858,34413,38547,33620
E745S_02778,574,579,470,10317,11852,9871
E745S_02779,219,181,192,2830,3152,2729
E745S_02780,50,51,35,203,237,180
E745S_02781,65,61,67,265,306,282
E745S_02782,10,10,12,45,55,49
E745S_02783,25,29,24,33,64,60
E745S_02784,735,766,677,779,916,788
E745S_02785,20,36,29,16,18,17
E745S_02786,429,354,376,460,483,408
E745S_02787,3,2,0,2,3,3
E745S_02788,117,140,97,131,177,153
E745S_02789,217,175,169,82,125,93
E745S_02790,682,668,633,568,636,605
E745S_02791,133,182,160,50,56,60
E745S_02792,608,622,580,391,438,401
E745S_02793,36,61,74,7,11,4
E745S_02794,511,526,520,327,419,331
E745S_02795,506,505,485,446,504,444
E745S_02796,16,25,23,20,29,40
E745S_02797,130,125,83,124,150,149
E745S_02798,282,300,260,238,259,236
E745S_02799,351,277,264,202,202,187
E745S_02800,2541,2547,2350,1519,1708,1528
E745S_02801,43,33,26,22,25,24
E745S_02803,43,51,46,59,100,90
E745S_02804,35,39,33,8,17,16
E745S_02805,4,1,1,2,4,5
E745S_02806,7,8,0,26,28,38
E745S_02807,189,134,160,211,189,186
E745S_02808,85,77,72,193,217,213
E745S_02809,223,239,231,626,813,725
E745S_02810,341,350,321,986,1147,985
E745S_02811,144,148,145,331,369,348
E745S_02812,55,55,51,177,157,146
E745S_02813,40,46,54,117,156,138
E745S_02814,58,46,70,120,125,121
E745S_02815,148,134,117,232,255,241
E745S_02816,23,33,21,14,15,20
E745S_02817,146,153,139,190,172,235
E745S_02818,158,135,119,619,707,849
E745S_02819,18,16,14,13,16,20
E745S_02820,24,23,21,13,27,13
E745S_02821,82,73,89,62,98,92
E745S_02822,57,49,45,32,37,33
E745S_02823,72,71,77,49,71,61
E745S_02824,136,155,148,124,151,140
E745S_02825,271,312,253,195,208,221
E745S_02826,271,269,247,118,121,127
E745S_02827,612,605,611,149,163,158
E745S_02828,467,426,453,173,190,175
E745S_02829,187,211,189,53,75,60
E745S_02830,1679,1567,1477,574,731,678
E745S_02831,893,844,787,344,432,350
E745S_02832,55,72,72,31,39,28
E745S_02833,7231,6576,5630,2363,2912,2571
E745S_02834,4116,4764,4240,1572,1963,1754
E745S_02835,195,162,181,64,112,64
E745S_02836,4,7,3,3,3,2
E745S_02837,173,170,144,103,126,101
E745S_02838,236,240,236,157,176,151
E745S_02841,4,3,4,5,3,8
E745S_02842,18,19,9,21,34,29
E745S_02843,151,153,148,211,255,200
E745S_02844,496,497,426,422,582,494
E745S_02845,103,115,97,73,95,83
E745S_02846,34,44,34,57,62,66
E745S_02847,493,482,458,292,362,343
E745S_02848,150,219,160,237,341,293
E745S_02849,19,15,21,14,12,8
E745S_02850,337,360,364,1119,1292,1163
E745S_02851,16,26,16,48,45,32
E745S_02852,495,586,501,398,448,367
E745S_02853,1289,1358,1215,1600,1870,1714
E745S_02854,535,511,454,858,922,849
E745S_02855,304,365,285,326,444,376
E745S_02856,657,684,683,319,388,336
E745S_02857,62,90,75,27,38,30
E745S_02858,940,1090,913,602,723,668
E745S_02859,1073,1202,1032,1871,2000,1847
E745S_02861,146,155,147,76,132,101
E745S_02863,525,442,445,206,278,220
E745S_02864,318,304,313,72,94,58
E745S_02865,611,580,541,251,294,278
E745S_02866,147,120,122,85,101,74
E745S_02868,14,7,12,11,11,7
E745S_02869,39,56,39,35,42,41
E745S_02870,136,121,122,130,182,175
E745S_02871,180,199,223,248,337,299
E745S_02872,2983,2891,2726,364,509,409
E745S_02873,8439,9119,8070,952,1141,1055
E745S_02874,4648,5304,4807,171,212,222
E745S_02875,191,249,162,155,167,176
E745S_02876,1010,934,818,150,171,151
E745S_02878,35,53,41,267,357,356
E745S_02879,198,245,205,247,267,238
E745S_02880,187,222,188,122,123,100
E745S_02881,7,4,12,11,15,11
E745S_02882,10,7,9,11,6,7
E745S_02883,3260,3487,3255,6031,7376,6554
E745S_02884,504,441,357,268,317,252
E745S_02885,881,942,717,462,548,484
E745S_02886,291,292,285,111,130,113
E745S_02887,38,48,46,26,24,27
E745S_02888,909,769,693,275,358,371
E745S_02889,155,156,145,84,115,102
E745S_02890,1028,1088,924,1114,1375,1278
E745S_02891,3,5,1,4,4,6
E745S_02892,191,210,218,31,68,48
E745S_02893,59,53,57,10,27,15
E745S_02894,20,20,18,18,26,23
E745S_02895,12,14,14,17,22,26
E745S_02896,9,7,6,16,15,23
E745S_02897,13,13,8,27,33,24
E745S_02898,1,4,5,5,1,3
E745S_02899,1,1,0,3,2,4
E745S_02900,4,2,1,2,6,6
E745S_02901,5,7,2,5,5,9
E745S_02902,26,20,18,60,66,47
E745S_02903,391,302,288,737,741,732
E745S_02904,99,105,98,135,150,141
E745S_02905,786,793,701,1259,1375,1238
E745S_02906,435,397,395,765,840,768
E745S_02907,15,23,23,43,55,46
E745S_02908,126,103,89,197,259,236
E745S_02909,92,101,105,213,278,235
E745S_02910,143,159,143,313,429,378
E745S_02911,9,7,4,17,31,22
E745S_02912,44,45,27,67,82,71
E745S_02913,22,28,23,55,66,49
E745S_02914,108,110,94,272,280,256
E745S_02915,23,16,16,30,39,49
E745S_02916,13,27,23,35,49,27
E745S_02917,19,32,20,35,39,48
E745S_02918,134,126,104,211,238,228
E745S_02919,7,7,8,19,14,13
E745S_02920,71,69,59,137,135,148
E745S_02921,48,53,37,99,118,97
E745S_02922,37,28,36,53,63,46
E745S_02927,29,19,18,41,59,41
E745S_02928,81,79,60,141,175,162
E745S_02929,0,1,3,1,1,6
E745S_02930,173,223,177,517,628,501
E745S_02931,267,258,229,580,593,601
E745S_02932,39,26,35,107,120,104
E745S_02933,104,106,70,111,136,138
E745S_02934,1077,1134,1158,900,1014,948
E745S_02935,589,579,541,1473,1814,1638
E745S_02936,45,51,51,121,147,159
E745S_02937,164,170,137,819,923,837
E745S_02938,228,169,186,718,700,817
E745S_02939,380,345,334,828,967,960
E745S_02940,618,558,505,1132,1293,1297
E745S_02941,169,152,143,286,342,318
E745S_02942,265,323,250,331,398,392
E745S_02943,182,200,189,297,377,387
E745S_02944,193,168,138,392,438,480
E745S_02945,33,33,33,61,90,87
E745S_02946,99,106,107,226,253,245
E745S_02947,152,116,130,402,415,404
E745S_02948,1249,1459,1288,601,650,593
E745S_02949,3,3,3,0,1,3
E745S_02954,79,52,66,41,52,36
E745S_02955,104,97,106,38,47,47
E745S_02956,156,154,148,66,88,85
E745S_02957,4,5,6,6,2,4
E745S_02958,319,285,273,142,156,134
E745S_02959,477,601,479,422,438,402
E745S_02960,395,341,312,310,344,299
E745S_02961,207,218,210,596,661,592
E745S_02962,16,21,19,18,19,16
E745S_02963,9,6,7,13,15,12
E745S_02964,28,25,23,31,40,29
E745S_02965,92,107,90,82,118,105
E745S_02966,475,533,519,471,596,507
E745S_02967,17,14,17,7,18,21
E745S_02968,73,66,61,40,62,48
E745S_02969,2381,2874,2472,7311,10383,8736
E745S_02970,1281,1513,1128,6395,7451,7133
E745S_02971,219,235,211,182,238,235
E745S_02972,991,824,725,971,1202,1043
E745S_02973,330,279,208,252,297,262
E745S_02974,18,24,20,16,17,8
E745S_02975,207,169,173,163,195,140
E745S_02976,14,11,15,3,8,5
E745S_02977,370,392,401,137,131,141
E745S_02978,409,440,452,221,281,245
E745S_02979,39,46,43,6,11,10
E745S_02980,761,750,658,200,250,228
E745S_02981,1189,1470,1201,582,781,671
E745S_02982,61,63,47,26,29,31
E745S_02983,73,60,58,30,38,50
E745S_02984,7,3,3,2,3,6
E745S_02985,12,10,12,3,2,3
E745S_02986,14,5,8,3,5,7
E745S_02987,97,80,73,45,49,37
E745S_02989,69,80,79,30,49,42
E745S_02990,70,64,56,34,36,38
E745S_02991,32,21,29,6,8,17
E745S_02992,37,39,28,208,211,196
E745S_02993,26,22,24,108,89,100
E745S_02994,1,4,3,7,10,15
E745S_02995,16,15,13,13,17,15
E745S_02996,28,26,27,9,13,12
E745S_02997,33,32,29,17,31,10
E745S_02998,38,32,32,16,13,18
E745S_02999,93,66,75,16,43,37
E745S_03000,51,34,41,19,24,24
E745S_03018,42,30,43,48,62,57
E745S_03019,107,121,130,194,221,202
E745S_03022,597,520,452,1070,1508,1221
E745S_03023,191,181,202,391,483,485
E745S_03024,607,580,544,772,820,819
E745S_03025,4631,4707,3949,10026,12871,12116
E745S_03026,58,48,47,18,9,24
E745S_03027,357,327,301,210,330,245
E745S_03028,80,76,75,54,77,55
E745S_03029,590,561,509,685,734,699
E745S_03031,21,26,28,88,109,100
E745S_03032,347,293,260,333,396,388
E745S_03033,443,401,360,429,522,497
E745S_03034,27781,25977,22512,126593,161517,145708
E745S_03035,5881,5864,5308,31170,36049,31473
E745S_03036,1372,1325,1163,1895,2309,1998
E745S_03037,306,252,247,533,700,580
E745S_03038,279,198,184,658,803,780
E745S_03039,205,187,192,285,401,329
E745S_03040,1906,2067,1717,2646,3097,2882
E745S_03041,18,23,17,29,49,46
E745S_03042,346,285,254,634,639,626
E745S_03043,471,516,478,247,301,249
E745S_03045,610,708,562,429,499,460
E745S_03046,1156,1147,1017,833,970,892
E745S_03047,262,257,344,779,999,814
E745S_03048,62,36,50,87,93,74
E745S_03049,371,401,312,625,760,663
E745S_03050,189,195,196,206,207,194
E745S_03052,3,5,6,17,22,24
E745S_03053,830,857,693,876,1080,1054
E745S_03054,1690,1736,1666,1805,2071,1942
E745S_03055,180,154,176,79,100,73
E745S_03060,1,0,0,6,6,2
E745S_03061,1,0,2,1,5,1
E745S_03070,62,53,59,20,31,28
E745S_03071,140,138,118,40,56,56
E745S_03074,59,46,48,10,24,18
E745S_03075,207,170,150,86,70,89
E745S_03076,102,94,92,25,48,49
E745S_03077,40,40,37,12,11,13
E745S_03078,138,101,114,26,32,31
E745S_03079,38,34,26,4,9,5
E745S_03081,76,71,61,32,62,45
E745S_03082,13,6,4,1,1,7
E745S_03083,0,2,0,1,7,2
E745S_03087,410,458,403,2546,2570,2190
E745S_03088,2,2,3,6,18,5
E745S_03090,357,309,305,594,687,623
E745S_03091,59,55,50,56,66,50
E745S_03092,566,476,503,574,687,682
E745S_03093,153,133,112,107,137,139
E745S_03094,8,6,6,5,10,4
E745S_03095,11,8,13,10,20,15
E745S_03096,805,860,805,1191,1263,1110
E745S_03097,687,681,630,1213,1373,1295
E745S_03098,1648,1901,1562,719,809,759
E745S_03099,0,2,0,7,6,6
E745S_03100,0,4,1,7,6,2
E745S_03105,774,661,640,4331,5382,4879
E745S_03106,0,2,2,1,6,4
E745S_03115,224,339,252,171,215,192
E745S_03116,920,969,785,802,939,866
E745S_03117,305,296,325,207,314,271
E745S_03118,351,331,288,252,323,261
E745S_03119,109,102,89,46,46,45
E745S_03120,47,32,32,48,44,48
E745S_03121,220,218,177,260,326,249
E745S_03128,99,101,84,163,273,239
E745S_03129,157,147,153,264,348,290
E745S_03130,18,16,19,48,65,46
E745S_03131,48,57,62,41,43,46
E745S_03132,9,9,17,9,17,16
E745S_03133,27,14,32,29,34,31
E745S_03134,13,27,18,13,32,32
E745S_03135,45,36,40,44,34,53
E745S_03136,6,9,9,8,10,8
E745S_03137,12,14,19,11,11,20
E745S_03138,17,11,19,13,20,18
E745S_03139,10,6,6,5,3,12
E745S_03140,14,14,17,21,20,22
E745S_03141,2,1,4,5,4,3
E745S_03142,59,74,58,62,56,57
E745S_03143,33,44,36,46,37,38
E745S_03144,49,35,33,47,66,46
E745S_03146,65,39,58,44,75,57
E745S_03147,411,391,382,431,453,457
E745S_03148,11,6,2,1,3,2
E745S_03149,18,20,16,10,6,3
E745S_03150,21,6,15,5,8,8
E745S_03151,25,33,19,18,26,16
E745S_03152,12,9,7,7,10,8
E745S_03153,7,15,6,9,16,22
E745S_03155,58,44,48,36,32,45
E745S_03156,34,47,32,25,47,38
E745S_03157,111,90,85,119,110,106
E745S_03158,5,8,13,5,7,8
E745S_03159,23,22,16,38,54,30
E745S_03160,1006,1220,1069,4142,4730,4297
E745S_03161,188,219,217,614,711,664
E745S_03162,128,110,93,142,170,131
E745S_03163,193,219,218,196,262,216
E745S_03164,93,120,111,152,142,146
